1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
9261,8545,5259,13368,11318,7288,4680,2055,,,1951,12262,1045,1557,,3166,,, ,,9604,6196,,2557,, ,6467,8512,4970,7119,5098,3334,10321,277,,4331,6705,13390,654,,,9362,14857,11075,519,6884,13107,633,4411,3592,,14474,9585,8004,7152,,947,7474,1679,1436,,,10055,1586, ,11164,2687,2414,1805,931,3539,1936,5998,7037,10074,413,10235,4205,12416,,8400,,5792,,9757,6123,7809,13127,,10167,,4530,5712,11106,,5692,5159,,,3824, ,1544
9262,8546,5260,13369,11319,7310,4703,2629,,,1952,12263,1046,1558,,3167,,,,,9605,6197,,2558,,,6468,8513,4971,7120,5099,3882,10322,300,,4332,6706,13413,655,,,9363,14858,11076,520,6885,13108,634,4412,3593,,14496,9586,8005,7176,,948,7475,1680,1460,,,10056,1609,,11186,2688,2415,1806,932,3540,1937,5999,7056,10075,414,10236,4206,12934,,8401,,5793,,9778,6124,7810,13128,,10188,,4554,5713,11107,,5693,5160,,,3845,,1545
9285,8547,5281,13391,11320,7311,4704,2630,,,1953,12264,1047,1579,,3168,,,,,9628,6198,,2559,,,6488,8514,4972,7121,5100,3883,10323,722,,4351,6707,13414,656,,, ,14859,11077,521,6886,13109,657,4435,3594,,14497,10132,8006,7177,,949,7500,1681,10057,,,10630,1610,,11187,2689,2416,1807,933,3560,1938,6000,7057,10076,415,10257,4207,12935,,8402,,5794,,9779,6125,7811,13129,,10189,,5001,5714,11128,,5694,5161,,,3846,,1569
9810,8567,5282,13392,11339,7312,4728,2654,,,1954,12285,1048,1580,,3188,,,,,10079,6216,,2580,,,6489,8515,4973,7122,5121,3905,10324,723,,4352,6730,13415,675,,,,14860,11099,522,6887,13110,658,4436,3616,,14498,10133,8025,7201,,950,8023,1682,10058,,,10631,1611,,11188,2690,2435,1808,1481,3561,1939,6524,7058,10077,437,10258,4208,12936,,8422,,5817,,9780,6620,7832,13151,,10190,,5002,5715,11129,,5695,5180,,,3847,,1968
9835,8568,5283,13393,11340,7313,4729,2655,,,1977,12286,1067,1581,,3189,,,,,10080,6217,,2581,,,6490,8516,4974,7145,5122,3906,10325,724,,4353,6731,14013,678,,,,14882,11100,523,6888,13111,659,4437,3617,,14499,10134,8026,7202,,951,8024,1683,10082,,,10655,1633,,11189,2710,2436,1809,1505,3562,1961,6547,7059,10078,438,10259,4209,12937,,8423,,5818,,9781,6621,7833,13152,,10191,,5024,5736,11130,,5716,5181,,,3848,,1969
9836,8569,5284,13394,11341,7335,4730,14501,,,1978,12287,1068,1582,,3190,,,,,10081,6218,,2582,,,6491,8517,4975,7146,5123,3907,10326,746,,4354,7257,14014,679,,,,14883,11101,524,6889,13112,682,5036,3618,, ,10157,8027,7227,,952,8048,1702,10083,,,10656,1634,,11211,2711,2437,1810,1506,3563,1962,6548,7582,10096,462,10260,4226,12958,,8424,,5819,,9782,6622,7834,13153,,10192,,5025,5737,11131,,5717,5182,,,3871,,1970
9859,8570,5285,13418,11342,7336,4752,14502,,,1979,12288,1069,1583,,3191,,,,,10103,6219,,2583,,,6492,8538,4992,7170,5124,3908,10346,747,,4355,7258,14015,680,,,,14884,11102,525,6907,13113,683,5037,3641,,,10158,8028,7777,,953,8049,1703,10107,,, ,1635,,11212,2712,2438,1829,1507,3564,1963,6549,7583,10097,463,10261,4227,12959,,8425,,5843,,9783,6623,7835,13154,,10212,,5026,5738,11132,,5718,5183,,,3872,,1992
9860,8571,5307,13944,11343,7337,4753,14503,,,1980,12289,1070,1604,,3192,,,,,10104,6220,,2584,,,6493,8539,4993,7171,5125,3909,10347,748,,4356,7280, ,681,,,,15431,11124,539,6908,13114,684, ,3642,,,10159,8029,7802,,970,8073,1704,10108,,,,1636,,11213,2713,2439,1830,1508,3565,1964,6550,7606,10098,487,10283,4228,12960,,8426,,5844,,9784,6624,7836,13176,,10213,,5027,5739,11154,,5719,5184,,,3873,,1993
9861,8572,5308,13945,11344,7338,4754,14525,,,2551,12290,1071,1605,,3212,,,,,10105,6221,,2605,,,6494,8540,4994,7195,5126,3930,10348,749,,4377,7281,,699,,,,15432,11125,540,6909,13115,706,,3643,,,10160,8030,7827,,971,8074,1705,10109,,,,1658,,11214,2714,2440,1831,1509,3587,1965,6571,7607,10099,488,10284,4229,12961,,8427,,5869,,9805,6625,7857,13177,,10214,,5028,5740,11155,,5720,5185,,,4397,,1994
 ,8590,5309,13946,11345,7885,4755,15126,,,2552,12291,1072,1606,,3213,,,,,10106,6222,,2606,,,6513,8541,4995,7592,5146,3931,10349,771,,4378,7282,,1151,,,,15433,11126,541,6910,13130,707,,3667,,,10182,8031,8452,,972,8099,1706,10135,,,,1659,,11234,2715,2460,1832,1529,3588,1966,6572,7608,10100,513,10285,4230,12962,,8446,, ,,9806,6626,7858,13178,,10215,,5050,5761,11156,,5741,5186,,,4398,,1995
,8591,5310,13967,11364,7886,4756,15127,,,2553,12313,1073,1607,,3214,,,,,10127,6223,,2607,,,6514,8564,4996,7593,5147,3932,10350,772,,4379,7283,,1176,,,,15434,11127,542,6911,13131,708,,3668,,,10183,8032,9077,,973, ,1707,10632,,,,1660,,11235,2716,2464,1833,1530,3589,1967,6573,7609,10101,838,10832,4231,12963,,8447,,,,9807,6644,7859, ,,10216,,5051,5762,11180,,5742,5187,,,4421,,1996
,8592,5332,13968,11365,7887,4777,15128,,,2577,12314,1091,1608,,3215,,,,,10128,6240,,2608,,,6515,8565,4997,7594,5148,3933,10374,773,,4380,7284,,1177,,,,15455,11148,543,6912,13132,709,,3692,,,10184,8050,9702,,974,,1708,10657,,,,1661,,11236,2735,2465,1834,1531,3590,1986,6574,7610,10102,839,10833,4232,12964,,8448,,,,9808,6645,7860,,,10217,,5052,5763,11181,,5743,5205,,,4422,,2017
,8593,5333,13969,11366,7910,4778,15129,,,2578,12315,1092,1628,,3216,,,,,10129,6241,,3105,,,6516,8566,4998,7595,5149,3934,10375,774,,4404,7304,,1178,,,,15456,11149,544,6913,13133,710,,4093,,,10185,8051, ,,975,,1709,10658,,,,1662,,11237,2736,2485,1835,1532,3614,1987,6575,7631,10121,840,10856,4233,12983,,8449,,,,9809,6646,7861,,,10237,,5053,5764,11205,,5744,5206,,,4423,,2018
,8594,5334,13970,11367,7911,4779,15150,,,2579,12316,1093,1629,,3239,,,,,10130,6242,,3106,,,6517,9012,4999,7616,5150,3955,10821,775,,4405,7305,,1201,,,,15457,11150,545,6914,13134,731,,4094,,,10186,8052,,,976,,1726,10659,,,,1684,,11238,2737,2489,1855,1533,3615,1988,6595,7632,10122,862,10857,4234,12984,,8450,,,,9830,6647,7883,,,10238,,5054,5765,11206,,5745,5207,,,4445,,2019
,8595,5335,13991,11368,7912,5204,15151,,,2603,12339,1094,1630,,3240,,,,,10131,6243,,3107,,,6518,9013,5000,7617,5151,3956,10822,796,,4876,7306,,1202,,,,15458,11151,546,6932,13135,732,,4117,,,10209,8053,,,977,,1727,10681,,,,1685,,11239,2738,2490,1856,1534,4110,1989,6596,7633,10123,863,10858,4251,12985,,8951,,,,9831,6648,7884,,,10239,,5055,5787,11230,,5766,5208,,,4446,,2020
,8596,5358,13992,11369,7913,5228,15153,,,2604,12340,1095,1631,,3241,,,,,10152,6244,,3129,,,6519,9014,5020,7618,5152,3957,10823,797,,4877,7307,,1203,,,,15459,11152,547,6933,13136,733,,4118,,,10210,8054,,,997,,1728,10682,,,,1686,,11260,2739,2960,1857,1554,4111,1990,6597,7634,10124,864,10859,4252,12986,,8974,,,,9832,6649,8381,,,10240,,5075,5788,11680,,5767,5209,,,4447,,2021
,8597,5359,13993,11370,7935,5229,15154,,,3176,12341,1096,1632,,3739,,,,,10153,6245,,3130,,,6538,9015,5544,7619,5172,3958,10824,798,,4878,7308,,1204,,,,15460,11153,548,6934,13137,734,,4119,,,10211,8055,,,998,,1729,10683,,,,1687,,11261,2740,2961,1858,2131,4112,1991,6598,7635,10125,865,10860,4253,12987,,8975,,,,9833,6650,8382,,,10241,,5076,5789,11704,,5768,5210,,,4470,,2041
,8598,5360,13994,11389,7936,5252, ,,,3177,12366,1097,1653,,3740,,,,,10154,6246,,3131,,,6539,9036,5545,7620,5173,3959,10825,799,,4901,7329,,1226,,,,15480,11173,549,6935,13138,735,,4142,,, ,8056,,,999,,1730,10684,,,,1710,,11262,2741,2985,1859,2132,4113,2011,6599,7636,10126,885,10882,4254,12988,,8976,,,,9834,6651,8383,,,10242,,5077,5813,11705,,5769,5211,,,4471,,2042
,8620,5855,13995,11390,7937,5253,,,,3178,12811,1098,1654,,3764,,,,,10155,6247,,3132,,,6540,9037,5546,7621,5174, ,10845,800,,4902,7330,,1227,,,,15481,11174,550,6936,13658,755,,4143,,,,8057,,,1000,,1731,10685,,,,1711,,11263,2759,2986,1860,2156,4114,2012,6600,7655,10147,886,10883,4255,12989,,8977,,,,9857,6669,8384,,,10789,,5078,6362,11706,,6293,5233,,, ,,2043
,8621,5856,14016,11391,7938,5254,,,,3203,12812,1099,1655,,3765,,,,,10156,6248,,3133,,,6541,9038,5547,7640,5175,,10846,801,,4903,7331,,1228,,,,15482,11175,564,6937,13659,756,,4144,,,,8075,,,1001,,1732,10686,,,,1712,,11264,2760,2987,2401,2157,4115,2013, ,7656,10148,887,10884,4256,12990,,8998,,,,9858,6670,8385,,,10790,,5079,6363,11707,,6315,5234,,,,,2044
,8622,5857,14017,11392,7961,5255,,,,13801,12836,1116,1656,,3766,,,,,10176,6249,,3134,,,6542,9039,5569,7641,5176,,10847,821,,4904,7332,,1229,,,,15483,11176,565,6938,13660,757,,4145,,,,8076,,,1002,,1733,10706,,,,2184,,11787,2761,2988,2402,2159,4116,2014,,7657,10149,888,10885,4257,13011,,8999,,,,10405,6671,8386,,,10791,,5080,6364,11729,,6316,5235,,,,,2045
,8623,5858,14018,11393,7962,5278,,,,13802,12837,1117,1657,,3767,,,,,10177,6265,,3154,,,6543,9040,5570,7642,5177,,10848,822,,4926,7355,,1250,,,,15484,11177,566,6939,13682,758,,4167,,,,8077,,,1023,,1734,10707,,,,2185,,11788,2762,3010,2403,10378,4135,2015,,7658,10150,889,10909,4258,13012,,9000,,,,10406,6672,8407,,,10792,,5101,6365,11730,,6317,5236,,,,,2046
,9096,5881,14019,11394,7963,5279,,,,13803,12838,1118,2180,,3789,,,,,10178,6266,,3155,,,6544,9041,5571,7643,5197,,10849,823,,4927,7356,,1251,,,,15485,11178,567,6940,13683,759,,4168,,,,8078,,,1024,,1735,10708,,,,2209,,11789,2763,3011,2404,10379,4136,2016,,7659,10151,890,10910,4280,13013,,9001,,,,10407,6673,8408,,,10813,,5102,6387,11731,,6318,5757,,,,,2066
,9119,5882,14020,11414,7987,5280,,,,13826,12839,1119,2181,,3790,,,,,10179,6267,,3156,,,6545,9042,5572,7644,5198,,10850,824,,4928,7357,,1252,,,,15507,11179,568,6961,13684,760,,4169,,,,8079,,,1025,,1751,10709,,,,2210,,11811,2764,3012,2405,10383,4137,2587,,7660,10173,891,11508,4281,13014,,9002,,,,10408,6674,8409,,,10814,,5103,6388,11732,,6319,5758,,,,,2067
,9120,5883,14041,11415,8536,5303,,,,13827,12840,1120,2182,,3791,,,,,10180,6268,,3157,,,6546,9043,5573,7645,5199,,10851,825,,4929,7882,,1253,,,,15508,11200,569,6962,13685,780,,4170,,,,8080,,,1026,,1752,10710,,,,2211,,11812,2765,3013,2406,10384,4138,2588,,7661,10174,910, ,4282,13015,,9003,,,,10409,6675,8410,,,10815,,5104,6389,11754,,6320,5759,,,,,2068
,9121,5884,14042,11416,8537,5304,,,,13828,12860,1643,2183,,3792,,,,,10181,6269,,3158,,,6563,9061,5594,7646,5200,,10869,826,,4930,7905,,1254,,,,15509,11201,570,6963,13686,781,,4192,,,,8081,,,1027,,1753,10711,,,,2234,,11813,2766,3014,2407,10907,4139,2589,,7680,10175,911,,4283,13037,,9022,,,,10430,6676,8411,,,10816,,5105,6412,11755,,6341,5760,,,,,2069
,9122,5885,14043,11417,8562,5305,,,,13851,12861,1646,2204,,3793,,,,,10201,6270,,3159,,,6564,9062,5595,7665,5201,,10870,827,,4931,7906,,1255,,,,15510,11202,571,6964,13687,782,,4193,,,,8082,,,1049,,1754,10731,,,,2235,,11814,2784,3015,2408,10908,4140,2611,,7681,10626,912,,4307,13038,,9023,,,,10431,6696,8431,,,10817,,5106,6413,11756,,6342,5781,,,,,2070
,9143,5906,14044,11418,8563,5306,,,,13852,12862,1647,2205,,3813,,,,,10202,6271,,3179,,,6565,9063,5596,7666,5202,,10871,828,,4951,7907,,1275,,,, ,11203,572,6965,13706,783,,4194,,,,8100,,,1050,,1755,10732,,,,2236,,11815,2785,3034,2409,10928,4141,2612,,7682,10647,913,,4758,13039,,9024,,,,10432,6697,8432,,,10838,,5127,6414,11757,,6343,5782,,,,,2071
,9144,5907,14068,11419,8587,5328,,,,13853,12863,1667,2206,,3814,,,,,10203,6272,,3180,,,6566,9064,5597,7667,5203,,10872,846,,4952,7908,,1276,,,,,11204,573,6987,13707,784,,4195,,,,8101,,,1051,,1756,10733,,,,2258,,11836,2786,3035,2427,10929,4160,2613,,7683,10648,914,,4780,13040,,9025,,,,10433,6698,8433,,,10839,,5128,6438,11780,,6344,5783,,,,,2091
,9145,5908,14568,11439,8588,5329,,,,14426,12864,1668,2207,,3815,,,,,10204,6273,,3181,,,6567,9065,5598,7668,5223,,10873,847,,4953,7909,,1277,,,,,11227,574,6988,13708,785,,4217,,,,8102,,,1052,,1757,10734,,,,2259,,11837,2787,3036,2428,10933,4161,2614,,7684,10649,915,,4783,13041,,9026,,,,10434,6699,8434,,,10840,,5129, ,11781,,6345,5784,,,,,2092
,9146,5909,14569,11440, ,5330,,,,14427,12865,1669,2208,,3816,,,,,10205,6290,,3182,,,6568,9066,5599,7669,5224,,10874,848,,4954,7929,,1278,,,,,11228,575,6989,13709,806,,4218,,,,8103,,,1074,,1758,10735,,,,2260,,11838,2788,3037,2429,10934,4162,2615,,7685,10650,916,,4784,13042,,9027,,,,10456,6700,8435,,,10841,,5130,,11805,,6366,5785,,,,,2093
,9147,5910,14570,11441,,5353,,,,14428,12866,1670,2229,,3817,,,,,10226,6291,,3183,,,6569,9067,5619,7670,5225,,10875,849,,4955,7930,,1279,,,,,11229,589,6990,13710,807,,4219,,,,8104,,,1075,,1759,10736,,,,2261,,11839,2789,3038,2430,10935,4163,2616,,7686,10651,935,,4801,13063,,9028,,,,10457,6701,8436,,,10842,,5131,,11806,,6367,5786,,,,,2094
,9167,5911,14571,11442,,5354,,,,14451,12885,1671,2230,,3837,,,,,10227,6292,,3184,,,6570,9068,5620,7671,5248,,10876,850,,4956,7931,,1280,,,,,11626,590,7013,13711,808,,4242,,,,8105,,,1076,,1760,10737,,,,2283,,11840,2790,3039,2431,10952,4164,2636,,7687,10671,936,,4802,13064,,9047,,,,10458,6721,8457,,, ,,5153,,11830,,6368,5806,,,,,2095
,9168,5932,14592,11443,,5355,,,,14452,12886,1672,2231,,3838,,,,,10228,6294,,3204,,,6589,9069,5621,7691,5249,,10877,851,,4957,7932,,1281,,,,,11627,591,7014,13712,809,,4243,,,,8106,,,1100,,2282,10757,,,,2284,,11860,2791,3040,2432,10953,4165,2637,,8231,10672,937,,4803,13065,,9048,,,,11057,6722,8458,,,,,5154,,11831,,6369,5807,,,,,2096
,9169,5933,14593,11444,,5356,,,,14453,12887,1673,2232,,3839,,,,,10229,6295,,3205,,,6590,9070,5622,7692,5250,,10895,852,,4976,7933,,1299,,,,,11650,592,7038,13713,810,,4244,,,,8125,,,1526,,2303,10758,,,,2285,,11861,2810,3041,2433,10954,4166,2638,,8232,10673,938,,4804,13066,,9049,,,,11058,6723,8459,,,,,5155,,11855,,6370,5808,,,,,2117
,9170,5934,14594,11464,,5357,,,,14454,12888,1692,2233,,3840,,,,,10230,6296,,3206,,,6591,9086,5623,7693,5273,,10896,853,,4977,7955,,1300,,,,,11651,593,7483,13730,831,,4267,,,,8552,,,1546,,2304,10759,,,,2286,,11862,2811,3059,2434,10958,4185,2639,,8233,10674,939,,4805,13560,,9050,,,,11059,6724,8460,,,,,5178,,11856,,6941,5809,,,,,2118
,9171,5935,14595,11465,,5377,,,,14475,12889,1693,2254,,3841,,,,,10252,6297,,3207,,,6592,9087,5624,7694,5274,,10897,854,,4978,7956,,1303,,,,,11652,594,7484,13731,832,,4268,,,,8553,,,1547,,2305,10760,,,,2287,,11863,2812,3060,2453,10959,4186,2640,,8234,10675,940,,4806,13561,,9051,,,, ,6725,8482,,,,,5179,,12331,,6942,5810,,,,,2119
,9172,5936,14596,11466,,5378,,,,14476,12890,1694,2255,,3863,,,,,10253,6718,,3208,,,6593,9088, ,7695,5275,,10898,871,,4979,7957,,1304,,,,,11653,595,7485,13732,833,,4293,,,,8576,,,1548,,2306,10761,,,,2309,,11864,2813,3061,2454,10960,4187,3236,,8256,10676,941,,4807,13562,,9052,,,,,6747,8483,,,,,5626,,12356,,6943,5811,,,,,2120
,9173,5957,14616,11467,,5379,,,,14477,12891,1695,2256,,3864,,,,,10254,6719,,3209,,,6594,9089,,7696,5648,,10899,872,,4980,7981,,1305,,,,,11674,596,7508,13733,834,,4718,,,,8577,,,1549,,2307,10762,,,,2310,,11865,2814,3063,2455,10977,4188,3237,,8257,10677,942,,4808,13584,,9071,,,,,6748,8484,,,,,5627,,12357,,6944,5812,,,,,2121
,9192,5958,14617,11468,,5380,,,,14478,12892,1696,2257,,3865,,,,,10278,6720,,3229,,,6617,9090,,7697,5672,,10900,873,,4981,7982,,1306,,,,,11675,597,7509,13734,857,,4719,,,,8578,,,1550,,2308,10782,,,,2311,,11888,2836,3064,2456,10978,4189,3238,,8258,10678,961,,4809,13585,,9072,,,,,6749,8485,,,,,5649,,12381,,6966,5831,,,,,2142
,9193,5959,14618,11889,,5402,,,,14500,12910,1697,2279,,3866,,,,,10679,6742,,3230,,,6618,9091,,7717,5673,,10901,874,,4982, ,,1776,,,,,11676,598,7510,13735,858,,4743,,,,8579,,,1551,,2327,10783,,,,2335,,12437,2837,3065,2457,10979,4190,3261,,8259,10695,962,,4826,13586,,9073,,,,,6750,8509,,,,,5650,, ,,6967,5832,,,,,2143
,9194,5960,14619,11890,,5403,,,,15051,12911,1698,2280,,3889,,,,,10680,6743,,3231,,,7039,9092,,7718,5674,,10902,875,,5003,,,1801,,,,,11677,599,7511,13736,859,,4744,,,,8601,,,1552,,2328,10784,,,,2336,,12438,3262,3066,2458,10983,4191,3263,,8260,10696,963,,4827,13587,,9074,,,,,7196,9059,,,,,5651,,,,6968,5833,,,,,2144
,9195,5961,14620,11892,,5404,,,,15052,12912,1716,2281,,4388,,,,,10704,6744,,3232,,,7040,9093,,7719,5696,,10903,876,,5004,,,1802,,,,,11678,600,7512,13737,1284,,4745,,,,8602,,,1553,,2329,10785,,,,2809,,12439,3286,3084,2459,10984,4211,3264,,8283,10697,964,,4828,13588,,9075,,,,,7197,9060,,,,,5652,,,,6969,5834,,,,,2145
,9196,5983,14621,11893,,5427,,,,15076,12913,1717,2808,,4389,,,,,10705,6745,,3233,,,7063,9094,,7720,5697,,10920,877,,5005,,,1826,,,,,11679,613,7513,13738,1309,,4768,,,,8603,,,1570,,2330,10786,,,,2834,,12440,3287,3085,2483,10985,4212,3265,,8284,10698,965,,4829,13589,,9097,,,,,7198, ,,,,,5653,,,,6970,5835,,,,,2146
,9197,5984,14641,11914,,5853,,,,15077,12914,1718,2830,,4390,,,,,10728,6746,,3234,,,7064,9095,,7721,5698,,10921,878,,5006,,,1827,,,,,11699,614,7514,13739,1332,,4769,,,,8604,,,1571,,2331,10787,,,,2835,,12462,3288,3089,2484,11003,4213, ,,8285,10699,966,,4830,13609,,9098,,,,,7199,,,,,,5654,,,, ,5836,,,,,2168
,9198,5985,14642,11915,,5854,,,,15078,12915,1719,2831,,4391,,,,,10729,6766,,3255,,,7065,9111,,7722,5699,,10922,896,,5029,,,1828,,,,,11700,615,7533,13740,1333,,4770,,,,8605,,,1572,,2332,10788,,,,2859,,12463,3289,3090,3026,11004,4214,,,8309,10700,967,,4831,13610,,9099,,,,,7200,,,,,,5675,,,,,5837,,,,,2169
,9217,6480,14643,11916,,5877,,,,15079,12916,1720,2832,,4413,,,,,10730,6767,,3256,,,7066,9112,,7743,5721,,10923,897,,5030,,,1851,,,,,11701,616,7534,13756,1334,,4792,,,,8606,,,1573,,2333,10807,,,,2860,,12464,3290,3091,3027,11005,4215,,,8310,10701,987,,4832,13611,,9100,,,,,7220,,,,,,5676,,,,,5859,,,,,2170
,9218,6481,14644,11917,,5878,,,,15100,12917,1721,2833,,4414,,,,,10752,6768,,3257,,,7088,9113,,7744,5722,,10924,898,,5031,,,1852,,,,,11702,617,7535,13757,1335,,4793,,,,8624,,,1574,,2334,10808,,,,2861,,12465,3310,3109,3028,11006,4216,,,8311,10702,988,,4833,13612,,9600,,,,,7221,,,,,,5677,,,,,5860,,,,,2194
,9219,6482,14645,11918,,5879,,,,15101,12938,1722,2854,,4415,,,,,10753,6769,,3258,,,7089,9114,,7745,5723,,10925,899,,5501,,,1853,,,,,11703,618,7536,13758,1356,,4794,,,,8625,,,1575,,2351,10809,,,,2883,,12487,3311,3110,3029,11007,4239,,, ,10703,989,,4834,13613,,9601,,,,,7222,,,,,,5678,,,,,5861,,,,,2195
,9220,6506,14666,11919,,5880,,,,15102,12939,1723,2855,,4416,,,,,10754,6770,,3731,,,7090,9115,,7746,5724,,10926,900,,5502,,,1854,,,,,11724,619,7537,13759,1357,,4795,,,,8626,,,1576,,2352,10810,,,,2884,,12488,3312,3114,3030,11008,4240,,,,10720,990,,4851,13614,,9625,,,,,7223,,,,,,5679,,,,,6406,,,,,2568
,9221,6507,14667,11920,,5903,,,,15103,12940,1724,2856,,4438,,,,,10755,6771,,3732,,,7091,9116,,7747,5725,,10927,902,,5503,,,1875,,,,,11725,620,7538,13760,1358,,4817,,,,8627,,,1577,,2353,10811,,,,2885,,12489,3313,3115,3031,11009,4241,,,,10721,991,,4852,13615,,9626,,,,,7224,,,,,,5680,,,,,6407,,,,,2569
,9222,6508,14668,11939,,5904,,,,15104,12941,1740,2857,,4439,,,,,10756,6772,,3733,,,7092,9117,,7769,5746,,10945,903,,5526,,,1876,,,,,11726,621,7539,13761,1359,,4818,,,,8628,,,1578,,2354,10812,,,,2886,,12490,3314,3116,3032,11010,4266,,,,10722,992,,4853,13634,,9627,,,,,7225,,,,,,5681,,,,,6408,,,,,2593
,9223,6509,14669,11940,,5905,,,,15124,12965,1741,2858,,4440,,,,,10777,6791,,3755,,,7113,9118,,7770,5747,,10946,1324,,5527,,,1877,,,,,11727,622,7540,13762,1360,,4819,,,,8629,,,1596,,2355,10834,,,,2909,,13089,3315,3585,3033,11029,4715,,,,10723,1012,,4854,13635,,9649,,,,,7226,,,,,,5700,,,,,6410,,,,,2594
,9224,6510,14670,11941,,5928,,,,15125,12966,1742,2879,,4463,,,,,10778,6792,,3756,,,7114,9135,,7771,5748,,10947,1346,,5528,,,1878,,,,,11728,623,7557,13763,1381,,4820,,,,8630,,,1597,,2356,10835,,,,2910,,13090,3316,3586,3051,11030,4716,,,,10724,1013,,4855,13636,,9650,,,,,7245,,,,,,5701,,,,,6411,,,,,2595
,9243,6531,14693,11942,,5929,,,, ,12991,1743,2880,,4464,,,,,10779,6793,,3757,,,7115,9136,,7794,5749,,10948,1347,,5551,,,1879,,,,,11748,624,7558,14284,1382,,4842,,,,8631,,,1598,,2357,10836,,,,2935,, ,3335,3610,3052,11031,4717,,,,10725,1014,,4856,13637,,9651,,,,,7246,,,,,,5702,,,,,6431,,,,,2617
,9244,6532,14694,11943,,5930,,,,,13016,1744,2881,,4465,,,,,10780,6794,,3758,,,7116,9137,,7795,5750,,10949,1348,,5552,,,1900,,,,,11749,641,7559,14285,1383,,4843,,,,8632,,,1599,,2358,10837,,,,3484,,,3336,3611,3053,11032,4736,,,,10726,1015,,4857,13638,,9652,,,,,7247,,,,,,5703,,,,,6432,,,,,2618
,9245,6533,15193,11944,,5931,,,,,13411,1745,2882,,4490,,,,,10781,6795,,3759,,,7117,9138,,7796,5751,,10950,1349,,5553,,,1901,,,,,11750,642,7560,14309,1384,,4844,,,,8649,,,1600,,2359,10861,,,,3485,,,3337,3612,3054,11033,4737,,,,10727,1016,,4858,13639,,9653,,,,,7248,,,,,,5704,,,,,6433,,,,,2619
,9246,6534,15194,11945,,5953,,,,,13412,1746,15381,,5013,,,,,10801,6796,,3780,,,7118,9139,,7819,5770,,10951,1371,,5554,,,1902,,,,,11751,643,7561,14310,1385,,4867,,,,8650,,,1601,,2360,10862,,,,3508,,,3338,3613,3055,11034,4738,,,,10745,1017,,4859,13640,,9673,,,,,7249,,,,,,5705,,,,,6434,,,,,2620
,9247,6535,15195,11964,,5954,,,,,13436,1747,15382,,5014,,,,,10802,6797,,3781,,,7138,9140,,7820,5771,,10970,1372,,5555,,,1903,,,,,11752,644,7562,14311,1406,,4868,,,,8651,,,1602,,2376,10886,,,,3509,,,3339,3634,3056,11481,4739,,,,10746,1038,,4879,13661,,9674,,,,,7250,,,,,,5706,,,,,6435,,,,,2641
,9248,6536,15196,11965,,5955,,,,,13437,1766,15405,,5015,,,,,10803,6815,,3782,,,7139,9141,,7844,5772,,10971,1373,,5556,,,1904,,,,,11753,645,7563,14312,1407,,4869,,,,8652,,,1603,,2377,11256,,,,3534,,,3340,3635,3057,11504,4740,,,,10747,1039,,4880,13662,,9675,,,,,7251,,,,,,5726,,,,,6436,,,,,2642
,9272,6557,15216,11966,,5956,,,,,13438,1767,15406,,5038,,,,,10804,6816,,3783,,,7140,9142,,8217,5773,,10972,1374,,5576,,,1925,,,,,11773,646,7564,14332,1408,,4892,,,,8653,,,1622,,2378,11257,,,,4134,,,3341,3636,3058,11505,4741,,,,10748,1040,,4881,13663,,9676,,,,,7252,,,,,,5727,,,,,6437,,,,,2643
,9273,6558,15217,11967,,5978,,,,,13439,2268,15407,,5039,,,,,10805,6817,,3784,,,7141,9161,,8218,5774,,10973,1375,,5577,,,1929,,,,,11774,647,7565,14333,1409,,4893,,,,8654,,,1623,,2379,11258,,,,15335,,,3360,3637,3080,11506,4742,,,,10749,1041,,4882,13664,,9677,,,,,7270,,,,,,5728,,,,,6455,,,,,2644
,9744,6559,15218,11968,,5979,,,,,13440,2272, ,,5040,,,,,10806,6818,,3804,,,7142,9162,,8219,5775,,10974,1396,,5578,,,2426,,,,,11775,648,7584,14334,1410,,4918,,,,8655,,,1624,,2380,11259,,,,15359,,,3361,3638,3081,11507,4760,,,,10750,1063,,4883,13665,,9698,,,,,7271,,,,,,5729,,,,,6456,,,,,2645
,9745,6560,15219,11969,,5980,,,,,13441,2293,,,5063,,,,,10826,6819,,3805,,,7143,9163,,8220,5776,,10975,1397,,5579,,,2451,,,,,11776,649,7585,14335,1431,,5343,,,,8656,,,1625,,2381,11281,,,,15360,,,3362,3639,3082,11528,4761,,,,10751,1064,,4905,13666,,9699,,,,,7272,,,,,,5730,,,,,6457,,,,,2646
,9746,6561,15220,11970,,5981,,,,,13461,2294,,,5064,,,,,10827,6820,,3806,,,7144,9164,,8221,5777,,10996,1398,,5580,,,2452,,,,,11777,667,7586,14336,1432,,5344,,,,8657,,,1626,,2382,11282,,,,15361,,,3363,3640,3083,11529,4762,,,,10771,1065,,4906,13667,,9700,,,,,7273,,,,,,5731,,,,,6458,,,,,2666
