1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
10933,4603,8135,10496,10693,2501,9038,6220,9259,264,11030,548,3045,11439,453,489,8515,11267,370,4390,8441,7963,5149,363,6879,322,1211,5865,12211,9201,12440,371,4134,401,8368,139,1616,6190,3460,5202,510,4528,20,8376,628,3667,4265,3099,422,3,158,10054,2592,3304,4701,6160,8219,11306,12519,445,5432,3864,10885,9836,4169,2605,2293,142,5637,7183,6691,9360,455,9448,1549,13465,11518,451,6834,12,14204,37,11719,1,180,13044,6072,5801,11051,5646,3835,43,11469,2808,18,276,186,6556,6451,3149,1546
10934,4604,8136,10497,10694,2502,9063,6221,9858,265,11580,549,3069,11440,454,490,9112,11891,391,4391,8442,7987,5150,364,6880,323,1212,5866,12236,9202,12441,372,4135,402,8369,140,2189,6714,3461,5203,511,4529,21,8377,629,3668,4266,3100,423,4,159,10055,2597,3305,4726,6760,8243,11307,12520,446,5457,3865,10909,9837,4170,2606,2294,167,5662,7206,6715,9361,456,9449,1573,14089,11519,452,6835,13,14205,38,11720,2,181,13045,6121,5802,11052,6270,3836,67,11470,2833,19,277,210,6557,6476,3150,1570
10957,4628,8137,10498,10695,2526,9636,6269,9859,266,11605,550,3070,11441,457,491,9113,11892,392,4392,8465,7988,5172,387,6881,324,1213,5890,12261,9203,12465,397,4158,403,8370,141,2190,6738,3462,5204,512,4530,22,8378,1154,3669,4290,3125,424,5,160,10079,2617,3329,4750,6761,8244,11331,12543,469,5458,3889,10910,9861,4171,2607,2317,168,6260,7207,6716,9386,481,9473,1574,14090,11543,476,6836,14,14206,62,11744,25,182,13046,6667,6329,11053,6271,3860,68,12068,2834,44,301,211,6582,6477,3175,2145
10958,4629,8159,10521,10718,2527,9637,6819,9860,289,11630,572,3071,11442,458,514,9114,11893,393,4414,8466,7989,5173,388,6882,325,1261,5891,12835,9226,12466,398,4159,404,8371,161,2214,6739,4036,5205,513,5058,23,8403,1155,3692,4864,3601,447,6,184,10080,2618,3330,4751,6784,8268,11332,12544,470,6007,3890,11434,9862,4194,2630,2318,169,6261,7208,6717,9387,1057,9474,1575,14091,11544,477,6859,15,14207,63,11745,26,183,13069,6668,6353,11076,6272,3861,69,12069,2858,618,302,236,7130,6478,3774,2146
10959,4630,8160,10522,10719,2528,9638,6820,9883,290,11654,573,3072,11463,459,515,9138,11917,394,4415,8467,8011,5174,389,6883,347,1785,5915,12836,9227,13014,947,4160,425,8372,162,2215,6740,4037,5206,535,5079,24,8429,1156,3693,4865,3623,448,7,185,10678,2619,3928,4752,6785,8269,11906,12545,471,6008,4464,11458,9863,4195,2631,2319,191,6262,7209,6742,9388,1080,9498,1598,14114,12118,500,6860,16,14230,64,11769,27,205,13070,6669,6377,11077,6295,3862,92,12070,2859,619,303,237,7131,6501,3775,2169
10960,4631,8161,10523,10720,2552,9661,6821,9884,291,11655,574,3094,11464,478,516,9139,12491,395,4416,8468,8012,5175,390,6904,348,1810,5916,12837,9826,13015,971,4161,426,8393,163,2216,6741,4038,5207,536,5080,45,8455,1157,3717,4866,3624,449,8,13232,10679,2620,3929,4775,6786,8270,11931,12568,472,6009,4465,11459,9885,4196,2632,2320,192,6263,7230,7291,9985,1081,9499,1599,14115,12142,501,6861,17,14231,86,11770,49,206,13094,6670,6401,11078,6296,3885,93,12071,3432,620,326,262,7132,6502,3799,2170
10981,4632,8162,11096,10743,2553,9662,6844,9909,292,11680,575,3095,11465,479,517,9140,12492,396,4417,8490,8013,5197,411,6905,349,1811,5941,12860,9827,13016,972,4183,427,8394,164,2217,6762,4039,5230,537,5081,46,8480,1158,4267,4889,3625,450,9,13233,10680,2621,3930,4776,6787,8293,11932,12569,473,6031,4488,11460,9886,4197,2655,2342,193,6286,7231,7315,9986,1082,9523,1600,14116,12143,502,7459,39,14232,87,11794,50,207,13645,6671,6402,11651,6297,3886,94,12093,3433,643,327,263,7133,6503,3800,2171
10982,4653,8163,11097,10744,3126,9663,6845,9934,314,12180,597,3096,11466,480,539,9162,12493,416,4439,8491,8014,5198,412,6906,350,1812,5966,12861,9828,13039,995,4184,428,8395,165,2218,6763,4060,5231,538,5082,47,8504,1159,4268,4890,3626,1046,10,13234,10681,2643,3931,4799,6809,8294,11933,13143,474,6032,4489,11461,9887,4198,2656,2343,194,6287,7232,7316,9987,1083,9524,1624,14139,12144,525,7460,40,14828,88,11795,51,208,13646,6672,6403,11652,6321,4435,117,12094,3434,644,328,782,7155,6526,3825,2172
10983,4654,8164,11098,10745,3127,9664,6846,9959,315,12181,598,3097,11488,482,540,9163,12515,417,4440,8492,8037,5747,413,6907,373,1813,6490,12862,9851,13040,996,4185,429,8396,166,2239,6764,4061,5232,561,5083,48,8526,1179,4269,4891,3627,1047,11,13235,10703,2644,3932,4800,6810,8318,11956,13144,475,6033,4490,11483,9888,4793,3206,2344,195,6288,7233,7317,10009,1105,9548,2174,14140,12166,526,7461,41,14829,89,12345,52,209,13669,6673,6404,11653,6322,4436,118,12095,3457,645,351,783,7156,6527,4373,2173
10984,4655,8183,11120,11293,3151,9686,6869,10456,316,12204,599,3098,11489,483,541,9164,12516,418,4441,8516,8038,5748,414,6930,374,1814,6491,12885,9852,13041,997,4186,430,8397,187,2240,6765,4062,5233,562,5103,71,8527,1180,4270,4915,3628,1048,28,13256,10704,2645,3953,5276,6811,8319,11957,13145,494,6034,4513,11484,9910,4794,3207,2345,216,6884,7234,7340,10010,1106,9549,2175,14141,12167,551,7484,42,14830,90,12346,53,229,13670,6692,6426,11676,6871,4437,119,12096,3458,668,352,784,7157,6528,4398,2194
