397
Feature_ID,AspectRatios_0,AspectRatios_1,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,AxisEulerAngles_0,AxisEulerAngles_1,AxisEulerAngles_2,AxisLengths_0,AxisLengths_1,AxisLengths_2,Centroids_0,Centroids_1,Centroids_2,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumCells,NumNeighbors,Omega3s,Phases,SurfaceFeatures,SurfaceFeatures_2,Volumes,Volumes_2
1,0.12368288,0.08512532,0.71009135,-0.050135963,-0.67182988,0.20469809,2.4237537,1.5756834,4.7173858,60.544228,7.4882846,5.1538472,31.998075,68.815506,85.122681,4.3461494,1.5842834,4.4871254,0,14,0.011243995,1,1,1,3988.9575,3988.9575
2,0.95997465,0.77046055,0.23494653,-0.67683446,0.20818254,0.66584927,2.5528436,1.6495488,5.8698258,11.419078,10.962026,8.7979498,67.259705,42.024574,96.615761,1.60188,1.5974089,4.0752492,0,14,0.78371769,1,0,0,4393.6343,4393.6343
3,0.71185595,0.65705109,-0.77534461,0.16704965,0.55509669,0.25060499,3.5405552,1.583436,5.2968888,11.756132,8.3686724,7.7243791,5.8000016,10.517337,35.495991,4.9242496,1.831882,5.3486662,0,12,0.61735517,1,1,1,2890.5488,2890.5488
4,0.91400874,0.80176461,0.23494653,-0.67683446,0.20818254,0.66584927,1.8887955,1.8682917,5.0043521,10.332878,9.4443407,8.2845354,67.114319,66.561951,42.188091,4.8877611,1.4889151,5.4073958,0,14,0.79844105,1,0,0,3237.4148,3237.4148
5,0.88041955,0.80926669,0.23494653,-0.67683446,0.20818254,0.66584927,4.0107803,0.7242831,4.2498112,9.8198919,8.6456242,7.9469109,49.751118,17.786669,97.697807,4.4548306,1.3332459,1.0476362,0,13,0.66094249,1,0,0,2601.4939,2601.4939
6,0.94953674,0.66084504,0.23494653,-0.67683446,0.20818254,0.66584927,1.8167435,1.5997674,0.052126534,9.0599499,8.6027555,5.9872231,49.420853,67.425018,58.845848,4.2018929,1.204434,3.1508996,0,10,0.75930089,1,0,0,1849.9513,1849.9513
7,0.16186649,0.14869063,0.32463372,0.57147706,-0.25768733,0.70825434,4.7225327,0.53089666,6.2661834,50.307003,8.1430178,7.4801803,52.364529,17.893612,57.794338,4.5447311,1.4343191,2.4363458,0,18,0.013602475,1,1,1,5434.2319,5434.2319
8,0.1102197,0.085314691,-0.55910087,0.55918866,0.4696455,0.39261609,1.316902,1.5979337,4.7468696,75.627716,8.3356638,6.4521551,81.643753,12.170489,56.256821,4.6232128,1.8240668,6.1941662,0,19,0.012155637,1,1,1,7052.9395,7052.9395
9,0.82393748,0.66130239,0,0,0,1,5.0955261e-08,1.1780972,4.712389,5.8409753,4.8125987,3.8626509,96.666679,103.29525,11.047621,4.4623432,1.0540384,0.35953411,0,3,0.55762976,1,0,0,404.67685,404.67685
10,0.81886953,0.64288157,0.50227553,-0.51269054,0.50379539,0.48068482,5.418571,0.54560459,4.9160895,13.236603,10.839051,8.5095682,50.220066,88.886696,29.209652,1.1501179,1.3708329,2.0418065,0,14,0.72714698,1,0,0,4798.311,4798.311
11,0.17951022,0.16788012,-0.54664689,0.43953571,0.54424006,0.46020469,3.1685169,1.4505301,0.005247674,44.247761,7.9429255,7.4283195,14.546028,79.957176,82.765053,4.7371078,1.5548246,6.0915284,0,14,0.017266046,1,1,1,4856.1221,4856.1221
12,0.91390997,0.67975754,0.23494653,-0.67683446,0.20818254,0.66584927,0.73372084,0.67590833,6.2461882,10.647004,9.7304029,7.237381,35.496002,43.925339,81.12265,1.1805185,1.6947621,3.4815288,0,9,0.66032827,1,0,0,2890.5488,2890.5488
13,0.83473051,0.57101929,0,0,0,1,0.60793984,1.2588323,5.6781049,11.7041,9.7697697,6.6832671,66.105156,56.587185,75.548698,4.9750423,2.0660775,0.99439478,0,9,0.73041409,1,0,0,3006.1709,3006.1709
14,0.058881789,0.017238818,0.29366577,0.50753766,-0.57672787,0.56881529,4.712389,0,0,66.31604,3.9048073,1.1432102,85.066673,56.066669,11.600001,4.9801521,1.2531497,2.8876438,0,5,0.0017125504,1,1,1,346.86588,346.86588
15,0.78632188,0.64183336,0.23494653,-0.67683446,0.20818254,0.66584927,3.3213749,1.0410185,6.2021623,8.6412983,6.7948422,5.5462737,93.678802,39.54546,23.200005,4.6837277,1.5650787,2.351649,0,7,0.70456821,1,0,0,1271.8416,1271.8416
16,0.70411789,0.52114677,0,0,0,1,1.2072343,1.5436832,5.6374688,10.935733,7.7000451,5.699122,69.237503,96.425018,86.637512,4.7051449,1.6873257,4.9956946,0,9,0.66010404,1,0,0,1849.9513,1849.9513
17,0.79785728,0.59299165,0.23494653,-0.67683446,0.20818254,0.66584927,2.8527229,1.667206,5.106492,11.06434,8.8277645,6.5610609,91.6576,38.754543,73.730278,1.7635931,1.8450779,5.8775258,0,10,0.76404721,1,0,0,2543.6831,2543.6831
18,0.84738511,0.8360635,0.2964915,-0.65333545,0.58142382,0.38365594,1.449836,2.0980396,4.2361541,7.580874,6.4239202,6.3380919,73.466675,2.9460323,4.2349215,1.009292,1.6003095,3.2988458,0,5,0.72998661,1,1,1,1214.0305,1214.0305
19,0.45302209,0.40195262,0.75363165,0.38631883,-0.47113252,0.24663977,1.6570098,2.1952128,6.2607632,21.894617,9.918745,8.8005981,11.642488,102.78534,64.246208,4.7037997,2.020175,3.7564311,0,16,0.12254167,1,1,1,5260.7988,5260.7988
20,0.12683669,0.10223892,-0.62357259,-0.43561581,-0.47660452,0.44073141,1.5710239,2.0182922,6.2801814,63.479237,8.0514965,6.4900484,35.489136,28.215187,36.407955,1.4342569,1.728659,0.21471117,0,14,0.013104908,1,1,1,5838.9087,5838.9087
21,0.75818127,0.49822927,-0.5784421,-0.053058542,-0.78038353,0.23149745,5.6094141,0.41619849,4.7778239,13.158428,9.9764738,6.5559139,18.800003,104.99998,104.26662,1.3738904,1.2395953,1.1909491,0,12,0.6961081,1,1,1,3353.0366,3353.0366
22,0.22019078,0.17498666,0.5824641,-0.14768745,0.79800534,0.045950204,4.7099242,0.70123738,0.033307843,38.002213,8.3677368,6.6498804,27.242424,11.131311,89.636322,1.3799912,1.2892432,1.8766371,0,16,0.01483113,1,1,1,3815.5247,3815.5247
23,0.89693373,0.70591944,0,0,0,1,4.309166,0.65187657,0.38136023,11.602411,10.406594,8.1903687,33.921215,35.444458,65.733391,1.6003461,1.2289112,5.050312,0,15,0.66301942,1,0,0,3815.5247,3815.5247
24,0.86255842,0.62121677,0,0,0,1,4.3619795,0.78974724,0.45823771,11.319777,9.7639685,7.0320354,79.449043,74.269203,49.318256,1.3554082,1.9101154,5.0890269,0,12,0.73834801,1,0,0,3063.9819,3063.9819
25,0.87112296,0.79130691,-0.55670428,-0.53347391,-0.34751377,0.53359175,2.3899503,1.7699343,5.6288567,8.8510675,7.7103677,7.0039105,72.137512,105.125,28.154173,1.3413618,1.7609686,6.0963621,0,10,0.67344397,1,1,1,1849.9513,1849.9513
26,0.12424666,0.099916518,-0.60957175,0.09238556,-0.77136588,0.15774004,4.7255692,0.64294797,0.0068316087,68.682945,8.5336266,6.8625603,90.010918,77.111473,57.714764,1.2186694,1.328663,1.5194963,0,17,0.012854762,1,1,1,7052.9395,7052.9395
27,0.71021378,0.48390299,0.57111824,-0.27296019,0.7739104,0.019480217,1.5074923,2.2063355,6.0949669,13.665221,9.7052279,6.6126413,13.533335,74.368904,96.602219,1.3885144,1.8296077,4.0949469,0,15,0.75054663,1,0,0,3468.6587,3468.6587
28,0.30634904,0.27799693,-0.39251772,-0.62623847,-0.51805127,0.43055549,2.847964,1.4985557,4.7126207,25.07151,7.6806335,6.9698033,52.497433,90.048721,6.1717968,1.8882874,1.6634184,6.1496458,0,11,0.043715414,1,1,1,3006.1709,3006.1709
29,0.88652873,0.72464788,-0.68808037,-0.31175062,-0.59369117,0.27728635,2.3929145,1.6239049,4.8695092,11.687245,10.361079,8.4691372,79.664742,91.662712,57.715706,4.818203,1.4486109,6.2172785,0,15,0.64175767,1,0,0,3931.1465,3931.1465
30,0.78854477,0.71999538,0.32825094,-0.56028712,0.57089019,0.50240821,4.3078675,0.6365878,4.1490235,12.825896,10.113793,9.2345858,81.200027,27.480947,103.8016,1.2516384,1.4134891,3.333313,0,18,0.84900177,1,1,1,4856.1221,4856.1221
31,0.81693524,0.67636508,0,0,0,1,4.8511567,0.18678333,5.6842337,10.074187,8.2299595,6.8138285,44.516243,84.075203,39.063255,4.5097485,1.8458588,1.809139,0,10,0.78512126,1,0,0,2254.6282,2254.6282
32,0.67692471,0.57266104,0,0,0,1,5.7034173,0.55302292,5.3266644,16.182835,10.95456,9.2672787,38.597019,61.100334,62.807247,4.5190978,1.8536223,1.0204629,0,19,0.70504105,1,0,0,6417.0186,6417.0186
