397
Feature_ID,AspectRatios_0,AspectRatios_1,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,AxisEulerAngles_0,AxisEulerAngles_1,AxisEulerAngles_2,AxisLengths_0,AxisLengths_1,AxisLengths_2,Centroids_0,Centroids_1,Centroids_2,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumCells,NumNeighbors,Omega3s,Phases,SurfaceFeatures,SurfaceFeatures_2,Volumes,Volumes_2
1,1,1,-0.18728678,-0.64101106,-0.40228331,0.62625605,nan,nan,nan,5.5934548,5.5934548,5.5934548,84.599998,103.39999,197.39999,1.3811555,1.0342764,3.2851872,0,1,1,1,0,0,830.58392,830.58392
2,0.8917051,0.75139147,-0.39262885,0.3983143,0.53819907,0.63049984,1.458501,1.6651769,6.0685101,27.627342,24.635441,20.758949,212.46764,192.97649,200.30289,4.9564071,1.7573905,5.3569469,0,14,0.79158074,1,0,0,56479.707,56479.707
3,0.86865079,0.68360502,-0.42512089,-0.36408097,-0.3880347,0.73222017,3.5127437,0.38701907,1.2859257,40.720245,35.371674,27.836565,135.59381,84.940941,238.70164,1.1955217,1.1880876,6.0622911,0,21,0.79223275,1,1,1,160302.7,160302.7
4,0.22437802,0.19266841,-0.51802003,0.3900488,0.75090522,0.12513401,3.1282806,2.3344636,6.2520137,94.207558,21.138105,18.15082,30.158331,137.08334,87.145836,4.2321224,1.4110838,5.5229092,0,18,0.040512633,1,1,1,79736.055,79736.055
5,0.62399846,0.46602133,0.56532711,-0.4631092,0.66364157,0.15973414,1.6227055,2.3620822,5.9822826,37.934914,23.671328,17.678478,19.859158,157.94646,236.45645,4.4524112,1.4168253,5.9970613,0,18,0.54857183,1,0,0,58971.457,58971.457
6,0.11308829,0.073692225,0.048330206,0.63836014,0.24131304,0.72933429,3.3241997,1.5546167,4.7116265,172.77159,19.538445,12.731922,164.44336,251.87474,171.57825,4.3172936,1.3894836,1.3268325,0,15,0.0082334839,1,1,1,68938.469,68938.469
7,0.77074575,0.65485394,0.28676972,-0.40272713,0.6286307,0.60033119,2.7017326,0.31350157,1.9695635,34.500877,26.591404,22.593035,93.321655,92.255676,34.208241,4.7415862,1.6749486,3.7525017,0,17,0.68802363,1,0,0,80566.641,80566.641
8,0.81014031,0.77710807,0,0,0,1,1.5870483,1.8490061,6.0726252,26.41869,21.402845,20.530176,102.03271,221.15634,35.890903,1.8402729,1.4268823,4.5279818,0,14,0.73183084,1,0,0,45682.117,45682.117
9,0.79291588,0.67269868,0.14894599,-0.70301193,0.32994756,0.61214691,3.2313397,1.5260128,0.46163648,16.504107,13.086368,11.10229,87.163635,268.32727,163.21815,1.285218,1.6036236,4.0092487,0,6,0.62275863,1,1,1,9136.4229,9136.4229
10,0.91369492,0.81314629,-0.39262885,0.3983143,0.53819907,0.63049984,2.2329261,1.3695894,5.7475491,34.089901,31.147772,27.720078,157.97412,105.49641,61.269066,4.987453,1.2218095,2.0193112,0,15,0.71996725,1,0,0,115451.16,115451.16
11,0.80279917,0.60045546,0,0,0,1,1.7598808,1.4027089,5.8466244,32.684013,26.238699,19.625296,56.756943,237.49873,196.56711,4.6920099,1.4432769,4.1853766,0,11,0.69845843,1,0,0,65616.133,65616.133
12,0.70955133,0.58097714,0,0,0,1,4.3574429,0.93373585,0.139751,24.583351,17.44315,14.282366,178.92415,161.4207,183.13792,5.0865741,1.7291456,1.3634329,0,10,0.72968227,1,0,0,24086.934,24086.934
