387
Feature_ID,AspectRatios_0,AspectRatios_1,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,AxisEulerAngles_0,AxisEulerAngles_1,AxisEulerAngles_2,AxisLengths_0,AxisLengths_1,AxisLengths_2,Centroids_0,Centroids_1,Centroids_2,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumCells,NumNeighbors,Omega3s,Phases,SurfaceFeatures,SurfaceFeatures_2,Volumes,Volumes_2
1,0.87830776,0.67256689,0.62024748,-0.074824482,0.77652287,0.081894234,1.7717414,0.95109499,1.3167839,16.689852,14.658826,11.225041,133.8437,117.82983,28.271267,1.5558143,1.3496084,1.7959269,0,15,0.77465147,1,0,0,10930.739,10930.739
2,0.44721359,0.44721359,0.62024748,-0.074824482,0.77652287,0.081894234,6.2831855,2.3561945,3.0730887e-09,7.4602513,3.3363259,3.3363259,100.33333,63.066666,28.666666,1.1700141,1.6034654,0.26044831,0,3,1,1,0,0,376.92203,376.92203
3,0.16172668,0.12206441,0.82397652,0.019701926,-0.55815947,0.095564798,3.1337349,2.2821302,6.2602606,60.712234,9.8187885,7.4108033,17.823191,41.130432,51.226078,4.5667253,1.9376185,4.5189128,0,9,0.022566114,1,1,1,8669.207,8669.207
4,0.86394548,0.70696688,0,0,0,1,2.6301861,1.6803467,5.1265907,21.674959,18.725983,15.323478,90.057442,55.569263,30.122038,1.8313341,1.5056473,2.2348051,0,23,0.73549527,1,0,0,24499.932,24499.932
5,0.93564361,0.70961726,0,0,0,1,3.5388923,1.0162969,3.8877895,13.020111,12.182183,9.239296,85.808884,103.5822,75.297752,4.2661862,1.8941641,6.0812316,0,9,0.66279203,1,0,0,5653.8306,5653.8306
6,0.065561585,0.054370098,0.010864836,0.72050256,-0.12423091,0.68214715,2.2196753,0.010230673,2.5013199,104.89493,6.8770781,5.7031474,29.776348,80.451599,41.797844,4.8774538,1.6092898,1.7660178,0,7,0.0044782469,1,1,1,5842.2915,5842.2915
7,0.91401237,0.84895205,-0.61078185,-0.37459913,-0.69324499,0.077669181,3.0542746,0.49308878,1.9151125,23.467178,21.449291,19.92251,18.069502,148.60478,67.305473,2.0093739,1.5975574,0.90907508,0,20,0.76030445,1,1,1,39765.273,39765.273
8,0.21122514,0.13048813,-0.3792055,0.72055298,0.47978008,0.32682976,6.2475019,0.16123748,6.2310042,83.402847,17.616777,10.883081,31.642189,24.965391,103.85332,4.2240367,1.9028516,0.11355978,0,16,0.017364159,1,1,1,29776.84,29776.84
9,0.78514856,0.67059153,0.62024748,-0.074824482,0.77652287,0.081894234,4.712389,2.5586405,1.5707964,8.8901615,6.9800978,5.9616671,108.11428,86,40.133331,4.1785007,1.474815,0.91136497,0,4,0.44715723,1,0,0,1319.2271,1319.2271
10,0.75208938,0.53030145,-0.20936646,-0.68646383,-0.1610042,0.67750329,1.9329064,1.5197175,5.362402,14.310839,10.76303,7.5890589,157.54205,51.599991,157.54201,1.5080808,1.6009347,5.2417355,0,13,0.54370803,1,1,1,4334.6035,4334.6035
11,0.86948121,0.09223485,-0.48174542,0.32370502,0.73430979,0.35203049,3.1271176,1.538213,0.33566779,65.642395,57.074829,6.0545163,105.9455,155.60747,121.28821,4.5677776,1.2384385,5.7510695,0,12,5.5387769e-05,1,1,1,13380.732,13380.732
12,0.10044822,0.096335448,0.62398905,-0.21802588,0.68979061,0.29545102,4.3671646,0.055209793,0.35597339,101.54874,10.200391,9.7827444,99.281021,105.15946,76.057404,1.6393296,1.444254,2.3116217,0,14,0.005309327,1,1,1,14888.42,14888.42
13,0.22702186,0.18159348,-0.86591411,0.21814811,0.43543786,0.11400899,3.1964488,0.28507268,3.2087164,52.723595,11.969409,9.5742617,14.811112,111.13106,41.566677,4.721674,2.2078028,5.2152591,0,14,0.017803516,1,1,1,11307.661,11307.661
14,0.068855539,0.062539175,-0.56842053,-0.28231049,-0.75174057,0.17912276,3.6715028,1.5694097,4.7182279,98.87944,6.8083968,6.1838384,39.959595,23.45455,52.989895,1.7978511,1.3751528,0.87591058,0,8,0.0057701822,1,1,1,6219.2134,6219.2134
15,0.82630408,0.69362742,0.62024748,-0.074824482,0.77652287,0.081894234,2.978122,1.9970244,4.9240122,15.703679,12.976014,10.892502,54.405678,58.187229,91.245369,1.8498071,1.6725552,5.5093746,0,15,0.78487778,1,0,0,8857.668,8857.668
16,0.74663842,0.67705524,0,0,0,1,3.2312996,0.44667986,3.4073687,14.727802,10.996343,9.9715347,71.666672,142.99609,74.027428,4.7621593,1.7119375,3.1570129,0,9,0.76263726,1,0,0,6407.6743,6407.6743
17,0.6848582,0.63499099,-0.079003751,0.56017804,-0.041070506,0.82357275,3.3007765,0.33391774,3.6627452,16.717798,11.449321,10.615651,72.933342,138.40004,57.066666,1.7484783,1.3131344,4.6002812,0,10,0.78249145,1,0,0,8103.8237,8103.8237
18,0.80279273,0.68316787,0,0,0,1,3.5517099,1.2527,4.0860858,16.946096,13.604202,11.577028,64.838799,66.402435,115.91757,4.7273188,1.471126,2.8136394,0,16,0.685139,1,0,0,10365.355,10365.355
19,0.88339823,0.80849779,0.62024748,-0.074824482,0.77652287,0.081894234,0.78536206,1.5708125,3.8756123,11.986955,10.589254,9.6914263,74.312828,74.31282,27.784618,1.748178,1.4887886,4.4144397,0,6,0.77753824,1,0,0,4899.9863,4899.9863
20,0.92926484,0.70376766,0.66983676,-0.13699333,0.65316623,0.3254618,3.4656022,1.6969352,4.6551003,20.441269,18.995352,14.385903,64.163506,83.756516,43.523521,1.0220063,1.8779014,5.1585631,0,19,0.68185502,1,0,0,21673.016,21673.016
