413
Feature_ID,AspectRatios_0,AspectRatios_1,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,AxisEulerAngles_0,AxisEulerAngles_1,AxisEulerAngles_2,AxisLengths_0,AxisLengths_1,AxisLengths_2,Centroids_0,Centroids_1,Centroids_2,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumCells,NumNeighbors,Omega3s,Phases,SurfaceFeatures,SurfaceFeatures_2,Volumes,Volumes_2
1,0.94025803,0.67313671,0,0,0,1,0.78289586,1.4285873,5.0045719,28.584408,26.876719,19.241213,228.25,146.5,186.25,4.729744,1.6870723,4.2139311,0,10,0.75686938,1,0,0,58564,58564
2,0.10194711,0.096158408,0.19889322,-0.63685286,0.29212818,0.68521595,3.4185128,1.5782526,4.6913028,158.73703,16.182781,15.263901,21.083334,224.8125,257.8125,1.470508,1.4608552,4.0066838,0,13,0.0089057079,1,1,1,63888,63888
3,0.84342492,0.67946696,0,0,0,1,2.2354777,0.61725754,2.7173281,43.077904,36.332981,29.270012,114.17519,40.145985,169.89781,1.4596866,1.6157272,5.2257285,0,20,0.77474254,1,0,0,182347,182347
4,0.23476537,0.16505939,0.65893358,-0.13288842,0.73624498,0.078041695,0.18079028,0.14740385,0.184458,83.015434,19.489149,13.702477,300.29999,16.133333,233.2,1.4773989,1.4743525,1.8754042,0,8,0.014699387,1,1,1,39930,39930
5,0.81960708,0.16556022,0.34263429,-0.5974921,0.61615062,0.38205156,1.5790106,1.5761577,5.1451573,96.727341,79.278419,16.0142,91.81633,281.62244,276.79593,1.0757122,1.519564,3.1759615,0,14,0.0010484074,1,1,1,130438,130438
6,0.81910783,0.79172528,0,0,0,1,0.54464829,0.6746012,6.1829424,33.96357,27.819826,26.889816,99.578949,74.684212,212.1842,4.5009136,1.4316202,2.2680836,0,15,0.7757774,1,0,0,101156,101156
7,0.96446723,0.89658546,0.43518472,-0.66581726,0.52545184,0.30199665,3.8115189,0.65271604,0.63219845,34.71006,33.476715,31.120535,212.5321,122.31193,296.79816,1.1005453,1.8394117,3.0843205,0,14,0.80603367,1,1,1,145079,145079
8,0.7106722,0.69375926,-0.5347048,-0.54481691,-0.5057348,0.40186763,1.4550052,0.98845398,4.4338527,30.129677,21.412323,20.902742,185.58974,257.23077,17.205128,1.6941088,1.7370303,0.1045786,0,10,0.65533346,1,1,1,51909,51909
9,0.9163155,0.67768753,-0.48140627,-0.3562085,-0.72032744,0.34998849,1.1671579,1.9328195,5.8154716,28.059889,25.71171,19.015835,18.15,200.47501,67.099998,1.7555404,1.2841604,0.48148596,0,10,0.68247283,1,1,1,53240,53240
10,0.82707798,0.77600276,0,0,0,1,3.3438256,1.6244217,4.3854942,29.06274,24.037153,22.552767,234.51064,96.893616,130.36171,1.8029909,1.2721628,1.9323937,0,14,0.76531339,1,0,0,62557,62557
11,0.83302742,0.60659033,-0.58393037,0.32595682,0.47058302,0.57561189,2.0754342,1.2794182,0.029322388,28.14426,23.444941,17.072037,10,33.666668,189,5.0887175,1.4650445,6.1069694,0,9,0.69886816,1,1,1,43923,43923
12,0.82731986,0.13423237,-0.17442185,0.51080298,0.34949875,0.76583809,1.548318,1.6014031,0.51503825,113.09485,93.565613,15.18099,211,60.444443,52.333332,4.6133099,1.1403079,0.81361318,0,16,0.0002879567,1,1,1,131769,131769
13,0.80490267,0.65412164,0.72229254,0.19052711,-0.64568299,0.15838686,3.1307368,1.972386,5.9905658,28.138046,22.648388,18.405704,104.65714,295.42856,167.82857,4.3669634,1.3661453,4.5219331,0,9,0.76624733,1,0,0,46585,46585
14,0.59759927,0.54979581,0.72229254,0.19052711,-0.64568299,0.15838686,0.95191228,1.3441361,6.1948457,32.724209,19.555964,17.991632,257,147,274.66666,4.5706353,1.4455705,3.5360157,0,12,0.62650096,1,0,0,43923,43923
15,0.8938694,0.82873327,-0.70737606,-0.40306899,-0.56319487,0.14130099,1.0259814,0.84475774,3.9378877,27.239838,24.348858,22.57456,109.25,162,73.25,1.420114,1.5460728,5.5703707,0,10,0.70990187,1,0,0,58564,58564
16,0.81277174,0.58311695,0.72229254,0.19052711,-0.64568299,0.15838686,2.2049055,2.4439094,6.1379266,35.814987,29.109411,20.884327,186.66154,255.53847,107.63077,1.0590307,1.5050246,2.1286199,0,14,0.76810455,1,0,0,86515,86515
