400
Feature_ID,AspectRatios_0,AspectRatios_1,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,AxisEulerAngles_0,AxisEulerAngles_1,AxisEulerAngles_2,AxisLengths_0,AxisLengths_1,AxisLengths_2,Centroids_0,Centroids_1,Centroids_2,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumCells,NumNeighbors,Omega3s,Phases,SurfaceFeatures,SurfaceFeatures_2,Volumes,Volumes_2
1,0.88316894,0.68231487,0,0,0,1,5.9657884,0.40393621,5.3227658,17.189329,15.181083,11.728536,103.30108,93.092072,37.20224,4.2750301,1.3459681,0.93520099,0,15,0.73024946,1,0,0,12038.943,12038.943
2,0.08418034,0.063660525,-0.75565618,-0.037797403,-0.63757211,0.14511034,0.85632879,1.5779831,4.6971722,83.538193,7.0322728,5.3180852,98.030113,37.25806,103.66023,1.3969878,1.7161978,1.2970325,0,11,0.003378134,1,1,1,4193.3398,4193.3398
3,0.75507087,0.56636178,-0.061681505,0.6202628,0.39967105,0.6721105,1.7099887,0.73350769,1.5141284,10.4448,7.8865647,5.9155359,137.86665,78.099991,45.833332,4.4828596,1.5585722,0.49008784,0,5,0.68750876,1,0,0,1893.7664,1893.7664
4,0.85351568,0.76840907,-0.061681505,0.6202628,0.39967105,0.6721105,3.8176401,0.3058728,6.2549763,21.167177,18.066519,16.265051,57.083801,88.052109,55.428791,4.3847332,2.0191343,5.8410439,0,21,0.77417624,1,0,0,24754.232,24754.232
5,0.16349888,0.11934116,0.15390418,-0.48410857,0.10535692,0.85489899,1.587392,1.1819743,0.00052874256,80.339996,13.1355,9.5878687,44.411118,33.522217,87.811089,1.7559838,1.065685,4.28196,0,18,0.013271368,1,1,1,17855.512,17855.512
6,0.13499202,0.10610064,-0.74936503,-0.24763216,-0.56371033,0.24364115,6.2451434,0.42192456,6.2148113,77.719521,10.491514,8.2460909,31.558342,46.78331,108.20823,1.4819934,1.8190787,0.84367603,0,16,0.013485909,1,1,1,11903.675,11903.675
7,0.9269135,0.76628894,0.046791531,-0.6361956,0.034462653,0.76933616,1.1417985,0.95424807,0.46740299,15.301286,14.182968,11.725206,25.529779,138.66846,100.75017,1.5994477,1.3835729,4.5942068,0,12,0.78122687,1,1,1,10145.177,10145.177
8,0.066577606,0.060363498,-0.1425049,0.66489518,-0.064374462,0.7303853,3.7339714,1.6005641,4.7367725,87.612122,5.8330054,5.2885742,59.957333,95.480011,88.70401,5.0114322,1.4955117,1.4475741,0,9,0.0023783355,1,1,1,3381.7256,3381.7256
9,0.76124078,0.44698593,0,0,0,1,3.216754,1.2606047,4.6837883,11.316692,8.614728,5.0584025,57.199993,53.16666,124.66668,5.0474491,1.6390876,1.4268783,0,8,0.64761436,1,0,0,1893.7664,1893.7664
10,0.88065159,0.74736446,0.11211327,0.60427791,0.21945241,0.7577067,1.4296272,1.8995695,0.10631747,11.536816,10.159915,8.6222057,128.84662,74.262222,15.399996,4.5420947,1.544585,4.8707218,0,9,0.80943656,1,0,0,4058.0708,4058.0708
11,0.72656524,0.57244545,-0.42341781,-0.40121078,-0.37497208,0.72051597,0.68065339,1.1451054,4.537147,14.83143,10.776002,8.4901848,47.739998,139.88336,37.601658,1.2383261,1.2456002,6.0045614,0,10,0.78173441,1,1,1,5410.7612,5410.7612
12,0.87838423,0.62856507,0,0,0,1,2.6774724,1.651347,5.6886768,12.136659,10.66065,7.6286802,24.75,65.266655,99.916672,1.3531828,1.8481021,4.8249016,0,8,0.64517504,1,0,0,3787.5327,3787.5327
13,0.8621698,0.81746578,-0.061681505,0.6202628,0.39967105,0.6721105,2.2291813,1.2073779,6.1801038,17.601713,15.175665,14.388798,68.040031,52.780018,99.353279,1.2233908,1.7035288,6.0572033,0,17,0.67433572,1,0,0,14879.593,14879.593
14,0.11959403,0.073624931,-0.26790479,-0.65368891,-0.053327817,0.70574361,4.6039276,0.047196202,0.12437689,66.969955,8.0092068,4.9306583,26.197699,125.50117,14.69195,1.2572595,1.5689607,5.1767645,0,10,0.0055675772,1,1,1,3922.8018,3922.8018
15,0.81359428,0.64414316,0.21910293,0.71529776,-0.26873645,0.60673201,4.8072624,0.29091439,4.777729,15.559442,12.659073,10.022508,88.733299,54.633327,137.3167,4.8321075,1.6903952,2.2849865,0,14,0.64510018,1,1,1,7575.0654,7575.0654
16,0.78403938,0.58112592,-0.43401888,-0.10962044,-0.85030901,0.27674097,1.6177393,2.0873802,0.012026343,13.869586,10.874302,8.0599756,108.97335,12.61333,87.559959,1.5035458,0.92826742,1.0087525,0,9,0.69485736,1,1,1,4734.416,4734.416
17,0.79395503,0.70428461,0,0,0,1,2.6485982,1.4806472,4.8354802,15.30239,12.149408,10.777238,60.53793,64.166679,129.74945,1.7368722,1.315165,1.4108661,0,14,0.71380442,1,0,0,7845.6035,7845.6035
18,0.075435467,0.04870249,0.57038438,-0.4762634,0.55070806,0.38020444,2.2606878,1.5742749,4.6815195,74.386086,5.6113486,3.6227875,66.391106,107.45779,117.38223,1.4793315,1.6753169,2.8707581,0,6,0.003372842,1,1,1,2029.0354,2029.0354
19,0.20104483,0.17495772,0.10395498,-0.64607769,0.040180918,0.75509107,1.1033174,0.068271413,3.6135609,65.391663,13.146656,11.440777,51.264496,24.633112,113.10556,1.6771673,1.4267447,4.4996915,0,20,0.028022954,1,1,1,20155.086,20155.086
20,1,1,-0.54495043,-0.49470663,-0.58124006,0.3470653,nan,nan,nan,3.0545816,3.0545816,3.0545816,15.4,56.466667,148.86667,1.7696117,1.6543046,0.29539484,0,1,1,1,1,1,135.26903,135.26903
21,0.88969272,0.82071388,-0.39828748,-0.56076866,-0.066001706,0.72287571,2.022048,1.3767573,5.1423764,13.783836,12.263379,11.312586,60.269135,123.20006,135.17778,1.0442743,1.5169592,5.4210148,0,15,0.63067693,1,1,1,7304.5273,7304.5273
22,0.73541218,0.67520702,0.68553615,-0.041231055,0.70812869,0.16399366,0.93436283,1.7113245,3.9116585,14.766014,10.859106,9.9701166,22.280853,136.63406,135.43263,5.0297809,1.5172222,6.0161281,0,9,0.77134699,1,0,0,6357.6445,6357.6445
23,0.73237044,0.67179412,-0.061681505,0.6202628,0.39967105,0.6721105,3.6990051,1.465279,4.6048751,19.949244,14.610235,13.401783,37.21666,45.66898,38.01321,4.703589,1.9180363,4.9515996,0,16,0.8111617,1,0,0,15691.207,15691.207
24,0.86713302,0.14191376,0.49871281,-0.55468875,0.5482288,0.37822104,4.0286903,0.027228815,1.2337108,45.920753,39.819401,6.5167866,21.311115,22.477785,15.477776,1.3362225,1.683825,3.0131955,0,14,0.00018305526,1,1,1,8927.7559,8927.7559
25,0.94733095,0.48038447,0,0,0,1,3.1415925,1.2490457,4.7123885,9.8165417,9.2995138,4.715714,128.33333,78.283333,80.849991,1.7909828,1.1549627,1.551378,0,5,0.59104943,1,0,0,1623.2283,1623.2283
26,0.1879781,0.15536441,0.53901219,-0.17920485,-0.82243383,0.030888241,1.428205,1.5560236,4.720746,78.213425,14.702413,12.151583,26.220234,117.00983,31.882034,4.3538771,1.2082,4.995822,0,23,0.023290863,1,1,1,27594.881,27594.881
27,0.592704,0.47910669,0,0,0,1,1.5707964,1.1942207,4.712389,10.129187,6.0036092,4.8529611,54.541672,97.533325,89.191666,4.8935041,2.1589177,0.96184927,0,6,0.51407886,1,0,0,1082.1522,1082.1522
28,0.79967606,0.1334921,0.25808701,-0.68601578,0.44071329,0.51821345,3.1244962,1.5441685,0.063397422,59.254242,47.384197,7.9099731,96.653328,37.937775,30.01778,1.2258748,1.6453185,3.6478028,0,17,8.295742e-05,1,1,1,14203.248,14203.248
29,0.68267047,0.56421208,0,0,0,1,3.4156458,1.8096951,6.0790391,12.864788,8.7824106,7.2584691,107.35363,118.28985,97.086945,1.9068401,1.643721,3.4377086,0,10,0.60936958,1,0,0,3111.1877,3111.1877
30,0.82393748,0.66130233,0,0,0,1,3.1415925,2.7488935,4.712389,7.7543979,6.3891392,5.1280012,66.73333,96.799995,75.533333,4.3669415,1.4847544,0.083673544,0,4,0.55762982,1,0,0,946.88318,946.88318
31,0.17791529,0.15613365,-0.58134091,0.28923699,0.70057809,0.29593083,3.1786346,1.589552,4.7047143,59.809116,10.640956,9.3382158,56.866669,26.533337,19.066668,4.6503906,1.4133776,5.5737367,0,15,0.012821604,1,1,1,10415.715,10415.715
32,0.80051821,0.60051638,0,0,0,1,1.7817932,1.9984173,5.6964021,14.976656,11.989086,8.9937277,35.605675,58.65107,67.716301,4.5109463,1.4895757,4.02105,0,14,0.73338926,1,0,0,6357.6445,6357.6445
33,0.76270741,0.57160807,0,0,0,1,1.2970679,1.3067834,0.74882823,9.02178,6.8809786,5.1569223,95.822227,15.400001,35.933334,1.303738,1.658461,1.3332664,0,5,0.61673117,1,0,0,1217.4213,1217.4213
34,0.77156216,0.67568004,-0.17320809,0.51337552,0.098353229,0.83472824,3.112355,2.0635865,0.23331724,16.974985,13.097257,11.469658,36.566208,138.52969,117.78548,4.9205008,1.1451725,1.1281129,0,17,0.67524588,1,1,1,9874.6387,9874.6387
35,0.11596537,0.066650555,0.20836018,0.66749001,-0.25261715,0.66875082,1.8989562,0.052073702,2.8224485,92.647408,10.743891,6.1750011,96.788139,81.388184,80.64299,4.7709937,1.5487083,2.2345417,0,17,0.0036673094,1,1,1,8386.6797,8386.6797
36,0.79909897,0.095155396,-0.021752615,-0.75168306,-0.33668768,0.56669277,1.5534403,1.552586,4.9489036,61.286163,48.973713,5.8317089,96.481873,32.964664,89.61689,2.077956,1.7021753,5.2774096,0,17,8.4203959e-05,1,1,1,11227.329,11227.329
37,0.83389634,0.7315895,0,0,0,1,4.1954503,0.76279068,4.5873437,18.418503,15.359121,13.474782,78.925003,86.854164,26.445835,5.0742245,1.3958914,2.7738421,0,16,0.76900017,1,0,0,15150.131,15150.131
38,0.76584059,0.66101581,0.40555835,0.69326359,-0.3686161,0.46800658,5.6153355,0.42856935,6.1023126,16.564865,12.686045,10.949637,120.78436,137.92059,89.531303,4.8502254,1.8652154,2.7672651,0,15,0.79163295,1,1,1,9198.2939,9198.2939
39,0.90386569,0.79974949,0,0,0,1,1.95024,2.3435726,5.6826687,18.564432,16.779755,14.846896,46.583122,84.853264,78.800522,1.2491953,1.2599436,4.1986947,0,17,0.71706396,1,0,0,18126.049,18126.049
40,0.55724764,0.45460594,-0.061681505,0.6202628,0.39967105,0.6721105,3.4335802,1.2707721,3.7494428,12.952962,7.2180076,5.8884935,64.166664,136.35416,87.26667,1.5905131,1.4542097,4.7191763,0,9,0.72810715,1,0,0,2164.3044,2164.3044
41,0.7746321,0.58811128,0.39260966,-0.6098004,0.47461668,0.49873865,1.6009958,1.2123252,5.9656043,16.366251,12.677823,9.6251764,123.47025,14.409356,84.74498,1.382203,1.6228174,3.3797402,0,11,0.66513544,1,1,1,7710.3345,7710.3345
42,0.84428316,0.70961052,0.6031034,0.099187709,0.79146838,0.0024321121,1.436305,0.91626745,0.32166836,15.142809,12.78482,10.745497,77.087013,126.68027,117.02267,1.5423948,1.2701963,5.4382439,0,14,0.64442307,1,0,0,7980.8726,7980.8726
43,0.8613649,0.74018085,0.23224591,0.53570962,-0.12145254,0.80269939,2.5330017,2.3923934,6.020844,11.193638,9.6418066,8.2853165,77.5923,35.143585,129.12305,4.8215837,1.4013579,5.3739882,0,7,0.72982967,1,0,0,3516.9946,3516.9946
44,0.80944049,0.75912893,0,0,0,1,3.7742555,0.7194289,4.8585482,15.910732,12.878791,12.078298,67.161125,100.8129,35.86203,4.9525266,1.8608804,4.8971739,0,16,0.73173892,1,0,0,9739.3701,9739.3701
45,0.81524718,0.70490301,0.75623071,0.16869485,-0.56426483,0.28506541,0.55369872,0.89485675,4.2418661,13.687368,11.158588,9.6482677,77.358139,43.812397,17.787598,1.6241608,1.4650099,2.3548651,0,13,0.74301594,1,0,0,5816.5684,5816.5684
46,0.73356766,0.59741652,-0.038586691,-0.83485997,0.18024683,0.518682,3.6103652,1.9329053,3.9032419,12.042881,8.8342686,7.1946163,127.39997,36.166664,17.266663,4.4279971,1.7614994,2.180944,0,6,0.68884104,1,0,0,2975.9187,2975.9187
47,0.07617107,0.066983417,-0.018101981,0.69533461,-0.17249852,0.69744277,4.6860237,0.31497252,0.032350544,93.783157,7.1435633,6.2819157,68.950005,81.316681,85.983284,4.9808807,1.5384264,1.7872329,0,14,0.004386853,1,1,1,5951.8374,5951.8374
48,0.87023896,0.78642678,0,0,0,1,3.6449673,1.7356738,6.101953,14.785587,12.866994,11.627782,23.139488,121.30468,118.8565,1.401834,1.2752054,4.96457,0,15,0.76922345,1,0,0,8792.4863,8792.4863
49,0.89639556,0.78051728,0,0,0,1,2.2093055,1.1467131,4.4730949,18.415449,16.507526,14.373576,26.661518,25.746273,25.746256,1.5045767,1.1445671,0.87001234,0,18,0.78768295,1,0,0,17449.705,17449.705
50,0.82167709,0.65381479,-0.51911974,0.54483938,0.56298262,0.34163618,0.70637834,1.3809977,4.854413,14.422862,11.850936,9.4298811,54.904335,141.1667,137.48409,4.4482503,1.7038592,6.0673842,0,10,0.66494566,1,1,1,6222.3755,6222.3755
51,0.72646874,0.4482947,0,0,0,1,3.6524675,1.7985402,3.9891667,13.302834,9.664093,5.9635897,85.633331,132.53333,31.033331,1.7245045,1.1634096,0.13107365,0,8,0.68327725,1,0,0,2975.9187,2975.9187
52,0.77591372,0.6503877,-0.38023949,0.40320718,0.4301618,0.71260273,0.57962573,1.0833137,5.9007096,14.540751,11.282369,9.4571257,47.112587,142.7067,57.265198,4.9253812,1.1748475,0.27160764,0,10,0.72090775,1,1,1,6087.1064,6087.1064
53,0.90158391,0.7542944,0.68680263,-0.21271524,0.69282991,0.055146027,2.4258707,2.0540645,4.8068886,14.013929,12.634733,10.570628,56.933323,108.4533,111.90675,4.7767777,1.5396013,2.0435636,0,15,0.76953441,1,0,0,7439.7964,7439.7964
54,0.93758738,0.65258509,0,0,0,1,1.1629707,1.935598,4.0746741,19.854115,18.614967,12.9565,112.97108,48.879955,120.02944,1.2058486,1.4497244,0.14258569,0,26,0.64899409,1,0,0,18396.588,18396.588
55,0.70229679,0.56906176,0,0,0,1,1.4579754,0.44196859,3.7106736,16.448587,11.55179,9.3602619,24.383333,77.98716,87.464043,4.5913277,1.4939986,6.2611628,0,14,0.75030184,1,0,0,7033.9893,7033.9893
56,0.70965099,0.64049304,0,0,0,1,3.7244611,0.51180732,1.2032325,19.932877,14.145385,12.766869,97.981842,97.632996,87.46595,5.1806087,1.8095692,2.0268853,0,20,0.67358005,1,0,0,13932.71,13932.71
57,0.82192898,0.65972006,-0.061681505,0.6202628,0.39967105,0.6721105,1.4559023,1.9570311,0.65571892,17.496428,14.380821,11.542744,114.64444,80.055534,110.79445,4.3236361,1.8996421,1.9970127,0,16,0.71077859,1,0,0,11362.599,11362.599
58,0.73965621,0.6475724,0.14509857,0.67892766,-0.22284545,0.68435627,0.89340603,0.68930179,3.7941153,14.301654,10.578307,9.2613564,142.06503,111.90668,72.765007,4.8166389,1.5347812,2.0961459,0,8,0.66598332,1,1,1,5410.7612,5410.7612
59,0.92629343,0.64724243,-0.061681505,0.6202628,0.39967105,0.6721105,0.90370375,1.0757354,4.6000118,17.578314,16.282677,11.37743,57.122009,110.69431,76.126228,1.8453592,1.2549515,5.5146484,0,20,0.70380449,1,0,0,12715.289,12715.289
60,0.96127689,0.83564317,-0.54864734,0.32876718,0.76141465,0.10557456,3.825392,0.69483197,5.9717474,15.307514,14.714759,12.791619,96.738831,29.088896,45.894398,4.3103118,1.3879833,5.3900213,0,16,0.73965353,1,0,0,11362.599,11362.599
61,0.14375748,0.11760318,-0.61147892,-0.3265681,0.72005916,0.031010702,1.5709469,1.1567634,6.2757344,67.341187,9.6807995,7.9195375,119.31116,23.411116,46.511078,5.2459545,1.5318928,4.2649045,0,11,0.011989725,1,1,1,8927.7559,8927.7559
