1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
7714,336,8204,227,7624,8086,6565,10688,5323,10795,10077,7831,3031,1138,8210,495,4293,2439,11165,8,10033,253,2287,13652,9780,5649,10133,9764,912,3834,8561,94,4568,177,10978,10887,8251,40,8419,10453,426,1,2858,12513,8070,14049,7290,8769,275,110,3584,3576,5001,8640,646,404,8213,5300,3138,252,126,4380,1737,503,6517,384,334,10904,138,12092,5752,83,1701,291,12839,15,4481,11390,570,11276,11877,286,9350,1978,4817,6876,8796,22,226,10699,280,2028,2692,2705,365,6829,420,12264,10889
 7715, 337, 8778, 228, 7625, 8087, 7139, 10689, 5324, 10819, 10078, 7832, 3630, 1139, 8235, 496, 4294, 2463, 11166, 9, 10034, 254, 2311, 14252, 9781, 5650, 10157, 10362, 913, 3858, 8562, 118, 4569, 178, 11028, 10912, 8852, 41, 8420, 10454, 427, 2, 2859, 12514, 8071, 14074, 7315, 8791, 298, 111, 3609, 3596, 5002, 8664, 647, 405, 8214, 5851, 3140, 276, 127, 4381, 1761, 504, 6518, 385, 335, 10905, 139, 12716, 5753, 106, 1702, 292, 12840, 16, 4506, 11913, 595, 11301, 11878, 311, 9374, 1979, 4818, 6877, 8797, 23, 251, 10700, 281, 2029, 2716, 2706, 366, 6884, 421, 12265, 10914
 7739, 338, 8779, 255, 7650, 8088, 7164, 10690, 5325, 10820, 10079, 8431, 3631, 1140, 8236, 519, 4318, 2464, 11167, 10, 10035, 279, 2312, 14253, 9782, 5674, 10158, 10363, 914, 3859, 8563, 119, 5143, 179, 11526, 10913, 8876, 64, 8442, 10477, 428, 3, 2884, 12538, 8095, 14098, 7340, 8792, 299, 112, 3633, 3597, 5026, 8665, 648, 429, 8238, 5852, 3162, 277, 151, 4382, 1762, 505, 6542, 409, 358, 10906, 140, 12717, 5777, 107, 1724, 293, 12841, 17, 4531, 11937, 596, 11302, 11879, 885, 9375, 2003, 4843, 6901, 8821, 24, 851, 10723, 282, 2630, 2717, 2707, 390, 7429, 422, 12288, 11463
 7740, 339, 8780, 827, 8223, 8111, 7165, 10713, 5347, 10821, 10104, 8432, 3632, 1141, 8261, 520, 4319, 2489, 11189, 11, 10057, 878, 2336, 14254, 9805, 5675, 10159, 10364, 937, 3860, 8586, 120, 5144, 180, 11527, 10937, 8877, 65, 8443, 11053, 451, 4, 2885, 12539, 8096, 14099, 7867, 8793, 300, 135, 3634, 3598, 5027, 8666, 649, 430, 8239, 5876, 3163, 278, 152, 4401, 1786, 506, 6543, 410, 359, 10907, 141, 12740, 5778, 108, 1725, 315, 13439, 18, 4555, 11938, 620, 11326, 11901, 886, 9398, 2004, 4868, 6902, 9396, 25, 876, 10724, 304, 2631, 2718, 2731, 391, 7430, 445, 12289, 11464
 8288, 361, 8803, 828, 8224, 8112, 7189, 10714, 5348, 11419, 10105, 8433, 3655, 1738, 8262, 545, 4343, 3064, 11190, 12, 10058, 879, 2337, 14276, 10405, 6272, 10182, 10365, 938, 3883, 8587, 121, 5167, 181, 11528, 11512, 8878, 66, 8444, 11077, 452, 5, 2910, 12540, 8097, 14674, 7868, 8794, 322, 136, 4182, 3600, 5051, 9265, 650, 431, 8790, 5877, 3164, 301, 176, 4402, 1787, 507, 6544, 411, 360, 10908, 162, 12741, 5802, 109, 1748, 316, 13440, 19, 4556, 11939, 621, 11327, 11902, 909, 9924, 2603, 5416, 6926, 9397, 46, 877, 10725, 305, 2653, 2741, 2732, 392, 7431, 446, 12290, 11465
 8289, 362, 8804, 829, 8225, 8136, 7190, 10715, 5349, 11420, 10676, 8434, 3656, 1739, 8287, 1145, 4892, 3065, 11191, 13, 10059, 903, 2911, 14277, 10406, 6273, 10183, 10388, 939, 3884, 8588, 142, 5168, 182, 11551, 11536, 8901, 67, 8445, 11078, 453, 6, 3459, 13137, 8120, 14675, 7869, 8795, 323, 137, 4206, 3601, 5052, 9266, 671, 432, 8811, 5878, 3186, 302, 201, 4403, 1812, 508, 6567, 434, 382, 10909, 163, 12742, 5803, 128, 1749, 317, 13441, 20, 4557, 11940, 13770, 11926, 11903, 910, 9925, 2604, 5417, 6927, 9420, 47, 1476, 10747, 306, 2654, 2742, 2757, 393, 7432, 447, 12313, 11466
 8290, 363, 8805, 852, 8226, 8137, 7214, 10738, 5350, 11443, 10677, 8435, 3657, 1740, 8834, 1170, 4893, 3088, 11192, 14, 10060, 904, 2912, 14278, 10407, 6274, 10184, 10389, 961, 3885, 8609, 143, 5169, 183, 11552, 11537, 8902, 68, 8467, 11079, 473, 7, 3460, 13138, 8121, 14698, 7890, 8817, 324, 159, 4207, 3602, 5626, 9267, 672, 433, 8812, 5900, 3187, 303, 695, 4404, 2361, 509, 6568, 435, 383, 10910, 164, 12765, 5804, 129, 1750, 318, 13464, 21, 4581, 11962, 14344, 11927, 11904, 911, 9948, 2605, 5418, 6951, 9421, 48, 1501, 10748, 307, 2655, 2743, 3330, 414, 7433, 448, 12314, 11488
 8291, 364, 8828, 853, 8248, 8138, 7215, 10739, 5351, 11444, 10678, 8455, 3681, 1741, 8835, 9896, 4894, 3089, 11193, 33, 10081, 929, 2936, 14279, 10408, 6275, 10185, 10390, 962, 3886, 8610, 144, 5170, 184, 11553, 11538, 8926, 69, 8468, 11101, 474, 26, 3483, 13139, 8122, 14699, 7891, 8818, 325, 160, 4208, 3621, 5627, 9289, 673, 454, 8813, 5901, 3188, 326, 696, 4405, 2362, 528, 6569, 436, 406, 10911, 165, 12766, 6351, 130, 2326, 319, 13465, 42, 5106, 11963, 14345, 11951, 11928, 935, 9949, 2628, 5419, 6952, 9422, 49, 1502, 10749, 308, 2656, 2766, 3331, 415, 7453, 470, 12315, 11489
 8312, 386, 8829, 854, 8249, 8687, 7239, 10740, 5372, 11445, 10679, 8456, 4254, 1742, 8836, 9921, 4917, 3090, 11214, 34, 10082, 1503, 2937, 14301, 10429, 6297, 10207, 10414, 963, 3908, 8611, 145, 5192, 202, 11554, 11562, 8927, 89, 8469, 11102, 475, 27, 3484, 13140, 8123, 14700, 7892, 8819, 346, 161, 4209, 3622, 5651, 9290, 674, 455, 8814, 5902, 3189, 327, 719, 4406, 2386, 529, 6593, 985, 407, 10929, 166, 12767, 6352, 131, 2348, 320, 13466, 43, 5128, 11964, 14369, 11952, 11929, 936, 9950, 2629, 5441, 7501, 9446, 50, 1526, 10750, 329, 2679, 2767, 3332, 416, 7454, 471, 12339, 11490
 8313, 387, 8830, 855, 8250, 8688, 7763, 11288, 5923, 11446, 10680, 8457, 4255, 1743, 8859, 9922, 4918, 3113, 11215, 35, 10083, 1504, 2938, 14302, 10430, 6298, 10208, 10415, 964, 3909, 8612, 146, 5193, 203, 11576, 11563, 8951, 90, 8494, 11103, 476, 28, 3485, 13163, 8145, 14722, 7893, 8820, 347, 185, 4210, 3626, 5652, 9291, 675, 456, 8815, 5903, 3211, 328, 720, 4407, 2387, 530, 6594, 986, 408, 10930, 187, 13341, 6353, 132, 2349, 321, 13467, 44, 5129, 11965, 14370, 11953, 12502, 1459, 9973, 3228, 5442, 7502, 9447, 70, 1527, 10771, 330, 2680, 2768, 3355, 417, 7455, 472, 12340, 11491
